Exporter Details,Country of Origin,Vessel Name,Voyage No,Port of Loading (POL),Port of Discharge (POD),Final Destination (Country),Product Code,Description of Goods,HS Code,Unit Quantity,Unit Type,Price (per unit),Currency
EXP-90470,United Kingdom,Horizon Express,VY-2851,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-81992,"Groundnuts, prepared or preserved (excl. preserved with sugar)",200811,436,M3,143.45,GBP
EXP-28701,France,Atlantic Voyager,VY-7303,"Main Port, France","Casa Port, Morocco",Morocco,PROD-98114,"Frozen fillets of porbeagle shark ""Lamna nasus""",3048815,32,LITRE,201.26,EUR
EXP-79155,Italy,Voyager Titan,VY-9186,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-15865,Frozen fillets of fish of the genus Euthynnus (excl. skipjack or stripe-bellied bonito),3048930,17,TON,404.67,EUR
EXP-81592,South Korea,Horizon Express,VY-1744,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-18583,"Cereal grains of rye, not otherwise worked than kibbled",11042955,370,PCS,112.35,KRW
EXP-34503,Canada,Horizon Express,VY-7083,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-44268,"Sweet potatoes, fresh, whole, for human consumption",7142010,96,KG,435.02,CAD
EXP-39600,India,Sea Pioneer,VY-7305,"Main Port, India","Casa Port, Morocco",Morocco,PROD-95579,"Birds' eggs, not in shell, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, not suitable for human consumption (excl. dried and egg yolks)",4089920,347,PCS,68.83,INR
EXP-16869,France,Pacific Challenger,VY-4995,"Main Port, France","Casa Port, Morocco",Morocco,PROD-78172,"Frozen sardines ""Sardinops spp."" and sardinella ""Sardinella spp.""",3035330,409,LITRE,370.7,EUR
EXP-29257,Germany,Pacific Challenger,VY-2851,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-30471,Prepared foods obtained by swelling or roasting cereals or cereal products based on maize,19041010,369,KG,89.21,EUR
EXP-96061,United States,Blue Horizon,VY-7555,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-24594,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, cooked by steaming or by boiling in water (excl. whole)",16021000,179,LITRE,345.14,USD
EXP-26188,Spain,Maritime Legend,VY-7391,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-24528,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",30731,499,TON,105.02,EUR
EXP-53783,Japan,Horizon Express,VY-5767,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-67668,Fresh whitecurrants and gooseberries,8103090,474,LITRE,43.34,JPY
EXP-53850,India,Blue Horizon,VY-2307,"Main Port, India","Casa Port, Morocco",Morocco,PROD-10092,"Food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing cocoa in a proportion by weight of < 40%, calculated on a totally defatted basis, and food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir or similar goods in heading 0401 to 0404, not containing cocoa or containing cocoa in a proportion by weight of < 5%, calculated on a totally defatted basis, n.e.s. (excl. malt extract and preparations for infant food, put up for retail sale, mixes and doughs for preparation of bakers' wares and goods in subheadings 19019091 and 19019095)",20085031,250,LITRE,215.84,INR
EXP-19872,Spain,Neptune Carrier,VY-9186,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-96937,"Pepper of the genus Piper, crushed or ground",9041200,85,M3,35.48,EUR
EXP-65770,Turkey,Ocean Explorer,VY-4322,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-83077,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",30389,445,KG,141.66,TRY
EXP-64604,Japan,Maritime Legend,VY-9823,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-55421,"Whey and modified whey, whether or not concentrated, containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of > 15% and of a fat content, by weight, of <= 1,5% (excl. in powder, granules or other solid forms)",601,373,PCS,119.42,JPY
EXP-58574,Italy,Sea Pioneer,VY-8930,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-86290,"Fresh or dried hazelnuts or filberts ""Corylus spp."", shelled",8022200,294,M3,39.39,EUR
EXP-65892,India,Maritime Legend,VY-4622,"Main Port, India","Casa Port, Morocco",Morocco,PROD-62365,"Artichokes, uncooked or cooked by steaming or by boiling in water, frozen",7108080,348,TON,469.66,INR
EXP-90027,China,Horizon Express,VY-5389,"Main Port, China","Casa Port, Morocco",Morocco,PROD-78957,"Milk and cream of a fat content by weight of > 45%, in immediate packings of <= 2 l, not concentrated nor containing added sugar or other sweetening matter",20081992,32,M3,141.55,CNY
EXP-47065,China,Voyager Titan,VY-2851,"Main Port, China","Casa Port, Morocco",Morocco,PROD-69165,"Fresh or dried chestnuts ""Castanea spp."", shelled",60110,16,LITRE,381.64,CNY
EXP-81603,Canada,Sea Pioneer,VY-2781,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-40895,"Solid palm kernel and babassu oil fractions, whether or not refined, but not chemically modified, in immediate packings of > 1 kg or put up otherwise",15132919,483,KG,129.35,CAD
EXP-44134,Turkey,Blue Horizon,VY-9060,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-33606,Live domestic bovine animals (excl. cattle and buffalo and pure-bred for breeding),1029091,57,PCS,354.35,TRY
EXP-88844,Turkey,Maritime Legend,VY-5900,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-60237,"Frozen redfish ""Sebastes marinus""",3038931,22,M3,461.03,TRY
EXP-73146,Canada,Voyager Titan,VY-9281,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-32230,"Live freshwater fish (excl. ornamental fish, trout, eels, carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")",20086039,178,M3,9.73,CAD
EXP-96050,China,Pacific Challenger,VY-8706,"Main Port, China","Casa Port, Morocco",Morocco,PROD-65858,"Live reptiles ""e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""",1062000,401,KG,290.61,CNY
EXP-50271,Canada,Global Trader,VY-5900,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-95994,"Fresh or dried lemons ""Citrus limon, Citrus limonum""",8055010,215,PCS,262.48,CAD
EXP-39568,Turkey,Neptune Carrier,VY-2851,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-60365,"Vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen (excl. preserved by sugar, homogenised vegetables of subheading 200510, and tomatoes, mushrooms, truffles, potatoes, sauerkraut, peas ""Pisum sativum"", beans ""Vigna spp., Phaseolus spp."" asparagus, olives, sweetcorn ""Zea Mays var. Saccharata"", bamboo shoots, fruit of the genus Capsicum hot to the taste, capers, artichokes and mixtures of vegetables)",20059980,294,TON,458.41,TRY
EXP-43551,Japan,Ocean Explorer,VY-7485,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-24351,Rolled or flaked rye grains,11041930,230,M3,350.49,JPY
EXP-81201,Belgium,Blue Horizon,VY-7083,"Main Port, Belgium","Casa Port, Morocco",Morocco,PROD-15878,Prepared or preserved salmon (excl. whole or in pieces),16042010,53,LITRE,269.12,EUR
EXP-71911,France,Voyager Titan,VY-2113,"Main Port, France","Casa Port, Morocco",Morocco,PROD-82749,Rolled barley grains,11041961,432,KG,167.3,EUR
EXP-82036,Italy,Sea Pioneer,VY-3656,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-19869,"Frozen cold-water shrimps ""Crangon crangon"", even smoked, whether in shell or not, incl. shrimps in shell, cooked by steaming or by boiling in water",7133500,160,PCS,44.25,EUR
EXP-79594,China,Maritime Legend,VY-4832,"Main Port, China","Casa Port, Morocco",Morocco,PROD-32961,"Unseparated or separated forequarters of bovine animals, with bone in, fresh or chilled",2012030,366,TON,329.23,CNY
EXP-61348,United States,Voyager Titan,VY-4358,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-72307,"Frozen fillets of hake ""Merluccius spp., Urophycis spp.""",3061910,345,TON,284.14,USD
EXP-38805,South Korea,Maritime Legend,VY-6529,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-99567,"Fresh fruits of genus Vaccinium (excl. of species Vaccinium vitis-idaea, myrtillus, macrocarpum and corymbosum)",8104090,234,KG,265.82,KRW
EXP-33948,United Kingdom,Blue Horizon,VY-6904,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-44927,"Communion wafers, empty cachets for pharmaceutical use, sealing wafers, rice paper and similar products",19059020,210,KG,277.49,GBP
EXP-86796,France,Blue Horizon,VY-5900,"Main Port, France","Casa Port, Morocco",Morocco,PROD-85408,"Fresh or chilled fillets of Nile perch ""Lates niloticus""",3043300,261,LITRE,314.41,EUR
EXP-11380,South Korea,Neptune Carrier,VY-2536,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-66130,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, containing by weight >= 99% lactose, expressed as anhydrous lactose, calculated on the dry matter",17021100,168,PCS,341.84,KRW
EXP-21189,Italy,Horizon Express,VY-5417,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-61861,"Pineapple juice, unfermented, Brix value <= 20 at 20°C, containing added sugar (excl. containing spirit)",20094192,153,M3,25.24,EUR
EXP-75738,South Korea,Voyager Titan,VY-5900,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-48813,Mushroom spawn,1008,443,PCS,335.18,KRW
EXP-91397,United States,Horizon Express,VY-9958,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-28804,"Live non-domestic swine, weighing < 50 kg",1039190,154,PCS,184.64,USD
EXP-27016,Brazil,Global Trader,VY-1737,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-55894,"Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)",8081080,119,M3,57.09,BRL
EXP-70237,France,Horizon Express,VY-4961,"Main Port, France","Casa Port, Morocco",Morocco,PROD-11167,"Meat of bovine animals, salted, in brine, dried or smoked",21020,457,KG,6.84,EUR
EXP-32777,Spain,Atlantic Voyager,VY-1986,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-92805,"Mustard flour and meal, whether or not prepared, and mustard",210330,425,PCS,496.51,EUR
EXP-80094,Turkey,Horizon Express,VY-4358,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-33695,"Lard stearin and oleostearin (excl. for industrial uses and emulsified, mixed or otherwise prepared)",15030019,375,M3,318.41,TRY
EXP-51895,Spain,Blue Horizon,VY-8706,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-34772,"Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)",7019090,139,LITRE,271.24,EUR
EXP-98423,Italy,Global Trader,VY-9389,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-54598,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption",19053199,146,TON,341.05,EUR
EXP-16039,Spain,Ocean Explorer,VY-7280,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-67386,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted and roasted cereal flakes or swelled cereals (excl. obtained from maize or rice and preparations of the Müsli type based on unroasted cereal flakes),19042099,352,KG,433.81,EUR
EXP-61790,Canada,Global Trader,VY-8706,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-15095,"Products consisting of natural milk constituents, not containing added sugar or other sweetening matter, of a fat content, by weight, of > 27%, n.e.s.",4049029,351,LITRE,13.7,CAD
EXP-65807,Netherlands,Pacific Challenger,VY-2823,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-59884,"Sesame oil and its fractions, whether or not refined, but not chemically modified",151550,99,TON,454.3,EUR
EXP-70530,France,Voyager Titan,VY-6904,"Main Port, France","Casa Port, Morocco",Morocco,PROD-16674,"Whole lobsters ""Homarus spp."", fresh or chilled",3063291,401,KG,465.18,EUR
EXP-20876,Japan,Blue Horizon,VY-6128,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-51818,"Sweetcorn provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption",7119030,445,LITRE,147.32,JPY
EXP-77209,United States,Horizon Express,VY-4695,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-41821,"Parts of lobsters ""Homarus spp."", fresh or chilled, whether in shell or not",3063299,467,TON,152.09,USD
EXP-93561,Canada,Ocean Explorer,VY-4004,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-26136,"Long grain husked [brown] rice, length-width ratio > 2 but < 3, parboiled",10062015,441,TON,261.79,CAD
EXP-13170,Spain,Horizon Express,VY-5900,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-67988,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti""",40640,16,PCS,135.22,EUR
EXP-55285,Turkey,Voyager Titan,VY-8706,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-64896,"Feathers used for stuffing and down, thoroughly cleaned and treated for preservation",20089399,463,PCS,93.82,TRY
EXP-57670,Spain,Pacific Challenger,VY-9823,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-77012,Crude groundnut oil for technical or industrial uses (excl. for production of foodstuffs),15081010,436,LITRE,498.12,EUR
EXP-55539,Japan,Maritime Legend,VY-6793,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-26394,Pure-bred buffalo for breeding,1023100,481,M3,316.14,JPY
EXP-28703,Brazil,Pacific Challenger,VY-6052,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-34947,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",6031200,205,LITRE,181.15,BRL
EXP-60327,India,Pacific Challenger,VY-9658,"Main Port, India","Casa Port, Morocco",Morocco,PROD-43422,"Fresh or chilled fillets of picked dogfish ""Squalus acanthias"" and catsharks ""Scyliorhinus spp.""",3044710,283,TON,175.68,INR
EXP-19140,Italy,Voyager Titan,VY-9658,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-91727,"Fillets known as ""loins"" of Yellowfin tuna ""Thunnus albacares"", prepared or preserved, whole or in pieces (excl. such products in vegetable oil or minced)",16041436,129,PCS,340.19,EUR
EXP-85239,Germany,Pacific Challenger,VY-2781,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-87584,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus""",3024400,221,KG,344.29,EUR
EXP-58184,Spain,Atlantic Voyager,VY-5767,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-76736,"Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils (excl. fats, oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, mixtures of olive oils and their fractions, and solid margarine)",151790,203,PCS,365.19,EUR
EXP-80505,Turkey,Blue Horizon,VY-2859,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-44647,"Mace, crushed or ground",9082200,144,TON,446.45,TRY
EXP-70687,China,Voyager Titan,VY-4622,"Main Port, China","Casa Port, Morocco",Morocco,PROD-72918,"Abalone, prepared or preserved (excl. smoked)",16055700,48,KG,154.81,CNY
EXP-62668,United Kingdom,Pacific Challenger,VY-8706,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-71408,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing added sugar or other sweetening matter",40140,128,KG,70.05,GBP
EXP-73250,Turkey,Atlantic Voyager,VY-9281,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-89001,"20089792
                            


                        Mixtures of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, incl. mixtures containing >= 50% by weight of these fruits and coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg",19042010,224,M3,283.11,TRY
EXP-49212,France,Maritime Legend,VY-2859,"Main Port, France","Casa Port, Morocco",Morocco,PROD-96936,Fresh or chilled halves or quarters of fowls of the species Gallus domesticus,2071320,390,PCS,73.38,EUR
EXP-72218,United States,Horizon Express,VY-5900,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-21609,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)",200520,444,LITRE,82.7,USD
EXP-98637,Italy,Neptune Carrier,VY-9281,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-69752,"Frozen shark fins (excl. piked dogfish ""Squalus acanthias"", catsharks ""Scyliorhinus spp."", porbeagle shark ""Lamna nasus"", blue shark ""Prionace glauca"" and shortfin Mako shark ""Isurus Oxyrinchus"")",3039290,228,KG,408.9,EUR
EXP-69648,United States,Ocean Explorer,VY-6565,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-67190,"Fresh or chilled cuts of domestic ducks, boneless",2074410,5,TON,459.35,USD
EXP-65704,Turkey,Global Trader,VY-6434,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-31537,"Solid crude microbial oils, in immediate packings of <= 1 kg (excl. for technical or industrial uses)",15156051,296,TON,309.02,TRY
